NAME,LOCATION_CLEAN,CUISINES,PRIMARY_CUISINE,PRIMARY_REST_TYPE,RATE,VOTES,APPROX_COST_FOR_TWO_PEOPLE,BOOK_TABLE,ONLINE_ORDER
Zangos Grill,Koramangala 1st Block,"BBQ, Fast Food",BBQ,Delivery,4.0,189,300.0,False,True
The Gujarat Express,Bannerghatta Road,"Street Food, Mithai, North Indian",Street Food,Quick Bites,3.1,16,250.0,False,True
Mad Over Fries,New BEL Road,"Fast Food, Beverages",Fast Food,Quick Bites,3.4,43,350.0,False,True
Udupi Aatithya,Bellandur,"South Indian, North Indian, Chinese",South Indian,Quick Bites,4.0,90,300.0,False,True
New Krishna Sagar,Indiranagar,"South Indian, North Indian, Chinese",South Indian,Quick Bites,3.5,35,300.0,False,True
Enerjuvate Studio & Cafe,Jayanagar,"Cafe, Continental, Beverages, Healthy Food, Desserts, Sandwich, Pizza, Salad",Cafe,Cafe,4.2,743,800.0,True,True
Hotel New Karavali,Hennur,"Chinese, Mangalorean, Seafood, North Indian",Chinese,Casual Dining,3.4,8,550.0,False,True
Millers 46,Vasanth Nagar,"American, Continental, Steak",American,Casual Dining,4.4,2275,1100.0,True,False
Alfa Family Restaurant,Wilson Garden,"North Indian, Arabian, Chinese",North Indian,Quick Bites,3.0,30,400.0,False,False
Green Tree Garden Restaurant,Electronic City,"Chinese, Hyderabadi, Mughlai, South Indian",Chinese,Casual Dining,3.4,6,500.0,False,False
BIB-Breakfast in the Box,Whitefield,"American, Sandwich",American,Delivery,3.8,62,600.0,False,True
Hotel Karavali Fish Palace,Rajajinagar,"Seafood, South Indian, Chinese",Seafood,Quick Bites,3.8,20,400.0,False,True
Just Sandwiches,BTM,Sandwich,Sandwich,Quick Bites,3.6,10,100.0,False,True
Luscious Folks,Marathahalli,North Indian,North Indian,Quick Bites,3.9,219,250.0,False,True
Bawarchi Restaurant,Electronic City,"North Indian, Chinese, Biryani, Rolls",North Indian,Takeaway,2.7,53,400.0,False,True
Terracotta Whitefield,Whitefield,"North Indian, Lucknowi, Afghan",North Indian,Fine Dining,4.0,244,3000.0,True,False
Supreme Biryani,Other_Broad_Areas,Biryani,Biryani,Delivery,3.3,18,500.0,False,True
Mad Over Biryani,JP Nagar,"North Indian, Biryani",North Indian,Takeaway,3.3,9,600.0,False,True
Punjabites,JP Nagar,"North Indian, Charcoal Chicken",North Indian,Takeaway,3.7,6,400.0,False,True
Tata Cha,Indiranagar,"Cafe, Tea, North Indian",Cafe,Cafe,3.9,682,500.0,False,True
The Wok,Whitefield,"Chinese, Momos",Chinese,Food Court,2.8,89,500.0,False,True
Prathika Annapurna Grand,KR Puram,"South Indian, North Indian, Chinese",South Indian,Casual Dining,3.5,13,500.0,False,True
Just Shawarma,Sarjapur Road,Arabian,Arabian,Quick Bites,3.8,175,300.0,False,True
Domino's Pizza,Rajajinagar,"Pizza, Fast Food",Pizza,Quick Bites,3.9,392,400.0,False,True
Navya's,Bommanahalli,"Hyderabadi, Biryani, North Indian",Hyderabadi,Casual Dining,2.5,47,800.0,False,True
Taco Bell,Bannerghatta Road,"Mexican, American, Fast Food",Mexican,Quick Bites,4.0,911,600.0,False,True
SLV Swadishta,Banashankari,South Indian,South Indian,Quick Bites,3.8,191,300.0,False,False
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Delight,Marathahalli,"Cafe, Italian",Cafe,Cafe,3.2,40,400.0,False,False
Mukati Kitchen,Thippasandra,"North Indian, Continental, Chinese, Italian",North Indian,Quick Bites,3.7,133,500.0,False,True
Bengaluru's Biryanis Paradise,Marathahalli,Biryani,Biryani,Quick Bites,3.7,26,300.0,False,False
Happy Chopsticks,Basavanagudi,"Chinese, Fast Food",Chinese,Quick Bites,3.6,18,300.0,False,True
Shanmukha,Koramangala 5th Block,"Biryani, Andhra, North Indian, Chinese",Biryani,Casual Dining,4.1,790,800.0,False,True
Yummy Biryani,Koramangala 7th Block,Biryani,Biryani,Quick Bites,3.8,41,200.0,False,True
Brownie Heaven,Koramangala 5th Block,Desserts,Desserts,Dessert Parlor,3.9,18,300.0,False,True
Ivy Park,Sarjapur Road,"South Indian, Kerala, North Indian, Chinese",South Indian,Casual Dining,3.5,38,500.0,False,False
Baluchi - The Lalit Ashok Bangalore,Seshadripuram,"North Indian, Kashmiri, Mughlai",North Indian,Fine Dining,4.0,134,3700.0,True,False
Candy Cake,BTM,Bakery,Bakery,Bakery,3.4,7,500.0,False,True
Tuba Rolls & Snacks,Electronic City,"Chinese, Fast Food, North Indian, Rolls",Chinese,Quick Bites,3.0,58,200.0,False,True
Hungry Lion,Wilson Garden,"Street Food, Beverages",Street Food,Quick Bites,3.0,16,200.0,False,False
Royal Calcutta Restaurant,HSR,"Bengali, North Indian, Chinese",Bengali,Delivery,3.3,57,400.0,False,True
Diletto,Bannerghatta Road,"North Indian, Chinese",North Indian,Casual Dining,3.5,16,800.0,False,False
PHEW (Play Hard Eat Wild),BTM,"Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",Continental,Cafe,3.9,488,700.0,True,True
Ruh's Cafe,BTM,"Cafe, American, Italian, Continental, Chinese",Cafe,Cafe,4.1,465,500.0,False,True
Chill,Whitefield,"North Indian, Chinese, Continental",North Indian,Lounge,3.8,43,800.0,False,False
KFC,Indiranagar,"Burger, Fast Food",Burger,Quick Bites,3.1,668,450.0,False,True
Hotel Manu Residency,Whitefield,"Andhra, North Indian, Chinese, Biryani",Andhra,Casual Dining,3.8,201,550.0,False,True
Midnight Mania,BTM,"Pizza, Italian, Beverages",Pizza,Quick Bites,4.1,601,700.0,False,True
Ambur Dum Biriyani,Bellandur,Biryani,Biryani,Quick Bites,3.3,13,200.0,False,True
Litti Twist,BTM,"North Indian, Bihari",North Indian,Quick Bites,4.2,465,300.0,False,True
Lassi Corner,Marathahalli,"Beverages, Sandwich",Beverages,Beverage Shop,3.3,71,250.0,False,True
Asia In A Box,Koramangala 1st Block,"Thai, Asian",Thai,Takeaway,3.2,5,550.0,False,True
Pure & Natural,Jayanagar,"Healthy Food, Beverages, Fast Food",Healthy Food,Casual Dining,3.9,212,500.0,False,True
Shanmukha,JP Nagar,"Biryani, Seafood, Chinese, Charcoal Chicken",Biryani,Takeaway,3.1,39,400.0,False,False
Cafe D'hide,Koramangala 5th Block,"Cafe, American, Continental, Italian",Cafe,Cafe,4.2,877,600.0,True,True
Poornima Restaurant,Wilson Garden,South Indian,South Indian,Quick Bites,3.3,29,200.0,False,False
Eatsy,Electronic City,"North Indian, South Indian",North Indian,Takeaway,3.5,12,300.0,False,False
NH7 Resto Pub,Electronic City,"Andhra, Chinese, Continental",Andhra,Casual Dining,3.3,6,1400.0,False,False
Kobe Sizzlers,Koramangala 5th Block,"American, Continental, Fast Food, Steak",American,Casual Dining,4.1,1799,1000.0,True,False
Samrudhi,Electronic City,"Andhra, Chinese, North Indian",Andhra,Casual Dining,2.9,18,450.0,False,False
Chatori Tongue,Sarjapur Road,Street Food,Street Food,Quick Bites,3.9,65,100.0,False,True
The Lobby Brew - Conrad Bengaluru,Ulsoor,"Cafe, North Indian, Fast Food",Cafe,Cafe,3.8,25,2200.0,True,False
K.G.N Kabbab Corner,Kalyan Nagar,"North Indian, Kebab",North Indian,Quick Bites,4.0,91,500.0,False,False
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,Banashankari,Cafe,Cafe,Cafe,4.1,402,500.0,False,True
B.M.W Bhookh Mitaane Wala,JP Nagar,"North Indian, South Indian, Chinese",North Indian,Quick Bites,3.9,15,500.0,False,True
Juice Shop,Whitefield,"Juices, Beverages, Ice Cream",Juices,Takeaway,3.6,9,150.0,False,True
Ambur Biryani Point,Sarjapur Road,Biryani,Biryani,Quick Bites,3.3,8,150.0,False,False
The Punjabi,Bellandur,"North Indian, Mughlai, Biryani, Chinese",North Indian,Casual Dining,2.9,32,550.0,False,True
Take A Break,Shanti Nagar,North Indian,North Indian,Casual Dining,3.4,7,600.0,False,False
Tandoor Garden,BTM,"North Indian, Chinese, Kebab",North Indian,Quick Bites,3.6,71,350.0,False,True
Starnese,Whitefield,"North Indian, Chinese, South Indian",North Indian,Casual Dining,3.4,6,800.0,False,False
M.M.A. Kabab & Rolls,Frazer Town,"Arabian, Mughlai, Chinese, Kebab, Fast Food",Arabian,Quick Bites,3.5,7,400.0,False,True
Annapurna Andhra Hotel,Electronic City,"Mughlai, Chinese, North Indian",Mughlai,Quick Bites,3.3,5,400.0,False,True
Imperial Restaurant,Shivajinagar,"North Indian, Chinese, Biryani, Kebab, Juices",North Indian,Casual Dining,2.9,238,800.0,False,True
Tandoori Paradise,BTM,"North Indian, Chinese",North Indian,Delivery,3.6,8,600.0,False,True
Cucumber Town,BTM,"Kerala, North Indian",Kerala,Delivery,4.2,310,600.0,False,True
Swathi Maharaja,Koramangala 4th Block,"Andhra, North Indian, Chinese, Biryani",Andhra,Casual Dining,3.7,291,750.0,True,True
Khatta Meetha Teekha,Koramangala 6th Block,"Street Food, North Indian, Mithai, Chinese, Beverages",Street Food,Quick Bites,4.3,194,300.0,False,True
Sreeraj Lassi Bar,Jayanagar,"Beverages, Desserts",Beverages,Dessert Parlor,4.1,210,150.0,False,True
Wats Ur Scoop?,Indiranagar,"Desserts, Ice Cream",Desserts,Dessert Parlor,4.0,56,300.0,False,True
Jiyan Swadista,Marathahalli,"Chinese, Kebab, North Indian",Chinese,Quick Bites,3.4,10,300.0,False,True
L J Fast Food,Malleshwaram,Chinese,Chinese,Quick Bites,3.3,6,300.0,False,False
Resto,Bannerghatta Road,"Chinese, North Indian, Fast Food, Momos",Chinese,Quick Bites,3.7,40,350.0,False,False
Sri Rajalakshmi Sweets,Marathahalli,"Mithai, Street Food",Mithai,Sweet Shop,3.7,23,300.0,False,True
Kidambi's Kitchen,Banashankari,South Indian,South Indian,Quick Bites,3.5,52,300.0,False,False
Pugals Biriyani,Electronic City,"Kerala, Biryani, Chinese, North Indian",Kerala,Quick Bites,3.6,25,400.0,False,False
Shreeji Restaurant,"ITPL Main Road, Whitefield","North Indian, Gujarati",North Indian,Takeaway,3.8,37,300.0,False,True
The Cake Shop Mayura,JP Nagar,"Bakery, Desserts",Bakery,Bakery,3.6,13,800.0,False,False
Ande Ka Funda,Koramangala 7th Block,"North Indian, Chinese, Rolls",North Indian,Quick Bites,3.7,73,250.0,False,False
Dine in Restaurant,BTM,"South Indian, North Indian, Chinese",South Indian,Quick Bites,3.4,7,500.0,False,False
Cha-Cha Cha-Chi,HSR,"Fast Food, Beverages",Fast Food,Quick Bites,3.3,4,100.0,False,False
Calvin's,Whitefield,Desserts,Desserts,Dessert Parlor,3.9,299,600.0,False,False
Flavorsome Bakes,Bannerghatta Road,"Bakery, Desserts",Bakery,Takeaway,4.0,94,800.0,False,False
Shree Mahalakshmi Sweets,Basaveshwara Nagar,"Mithai, Street Food",Mithai,Sweet Shop,3.9,61,100.0,False,True
Hotel Karavali Food Point,Vijay Nagar,"Mangalorean, South Indian, North Indian",Mangalorean,Quick Bites,3.8,220,400.0,False,True
Santrupthi Khanavalli,CV Raman Nagar,South Indian,South Indian,Quick Bites,3.4,4,200.0,False,False
Bang - The Ritz-Carlton,Residency Road,Finger Food,Finger Food,Lounge,4.2,484,3000.0,True,False
Gulp The Pulp,Koramangala 4th Block,"Beverages, Juices, Healthy Food",Beverages,Delivery,3.7,19,200.0,False,True
The Perfect Stop,Shanti Nagar,"Italian, Fast Food, Pizza",Italian,Quick Bites,3.5,11,300.0,False,False
Kerala Foods,Vasanth Nagar,Kerala,Kerala,Quick Bites,3.5,12,250.0,False,True
Kabab Mandra,Sarjapur Road,"North Indian, Chinese, Rolls",North Indian,Quick Bites,2.9,243,300.0,False,True
Mahek E Punjab,HSR,"North Indian, Chinese",North Indian,Casual Dining,3.1,7,500.0,False,False
Basmati Restaurant,Bellandur,"Biryani, Andhra, North Indian, Chinese",Biryani,Casual Dining,3.8,430,900.0,False,True
Food Ras,Electronic City,"North Indian, Chinese, Japanese, European, Seafood",North Indian,Casual Dining,4.3,1387,900.0,True,True
Sandesh Sweets & Chats,Electronic City,"South Indian, Street Food, Beverages",South Indian,Quick Bites,2.9,126,350.0,False,False
Corner House Ice Cream,Kalyan Nagar,"Ice Cream, Desserts",Ice Cream,Dessert Parlor,4.4,669,400.0,False,False
The Fiery Indian Kitchen,Nagawara,North Indian,North Indian,Casual Dining,3.5,49,600.0,False,True
Punjabi Dawat,Bellandur,"North Indian, Chinese",North Indian,Quick Bites,2.9,254,400.0,False,True
Cream Stone,JP Nagar,"Desserts, Beverages",Desserts,Dessert Parlor,4.0,321,500.0,False,False
Straight From The Heart,Koramangala 6th Block,"Bakery, Desserts",Bakery,Bakery,3.4,5,300.0,False,False
Hotel Anand Vihar,City Market,"North Indian, Chinese",North Indian,Casual Dining,3.2,12,400.0,False,False
The Boozy Griffin,Koramangala 5th Block,"European, Continental",European,Casual Dining,4.6,5024,1800.0,True,False
MK Dabbawala,Marathahalli,North Indian,North Indian,Takeaway,3.2,4,400.0,False,False
Sri Maruthi Hotel,Basaveshwara Nagar,South Indian,South Indian,Quick Bites,3.9,66,300.0,False,False
Tea Break Lounge,Brigade Road,"Beverages, Fast Food",Beverages,Quick Bites,3.3,5,400.0,False,True
Gundappa Donne Biryani,Indiranagar,Biryani,Biryani,Quick Bites,2.6,91,300.0,False,False
RS Shiv Sagar,Basavanagudi,"North Indian, Chinese, South Indian, Fast Food, Juices",North Indian,Casual Dining,3.7,217,450.0,False,False
The Donut Baker,Koramangala 7th Block,Desserts,Desserts,Bakery,3.8,62,150.0,False,False
Healthie,Sarjapur Road,"Healthy Food, Beverages",Healthy Food,Delivery,3.9,70,600.0,False,True
Abzain Paradise,Sanjay Nagar,North Indian,North Indian,Quick Bites,2.9,42,300.0,False,False
Dream Coffee House,Malleshwaram,"Cafe, Bakery",Cafe,Cafe,3.2,6,300.0,False,False
Punjab Bistro,Nagawara,North Indian,North Indian,Casual Dining,4.0,165,500.0,False,True
Freeze It,Jayanagar,Ice Cream,Ice Cream,Dessert Parlor,3.5,35,300.0,False,True
Trick Or Treat,Brigade Road,"Cafe, Burger, Continental, Pizza, Steak",Cafe,Cafe,4.2,620,500.0,False,False
Five Star Chicken,Wilson Garden,"Fast Food, Burger",Fast Food,Quick Bites,3.5,11,300.0,False,True
Pramukh Family Restaurant,Basavanagudi,"North Indian, Chinese, Mughlai",North Indian,Casual Dining,3.9,111,700.0,False,False
Night Food Joint,Nagawara,"North Indian, Chinese",North Indian,Quick Bites,2.9,619,500.0,False,True
Ambur Star Briyani,BTM,"Biryani, Kebab",Biryani,Quick Bites,3.7,118,400.0,False,True
Behrouz Biryani,Bannerghatta Road,Biryani,Biryani,Delivery,4.0,138,650.0,False,True
Nati Biriyani Mane,JP Nagar,"Biryani, South Indian",Biryani,Takeaway,3.2,4,200.0,False,False
Krutunga Restaurant,Whitefield,"Andhra, Chinese, North Indian, Biryani, Beverages",Andhra,Quick Bites,3.0,52,400.0,False,True
Simple Thindies,Banashankari,South Indian,South Indian,Quick Bites,3.5,8,200.0,False,False
Peek a Brew,Sarjapur Road,"Fast Food, Beverages",Fast Food,Quick Bites,3.8,29,400.0,False,False
Bombay Chowpaty Kulfi,Frazer Town,"Ice Cream, Desserts",Ice Cream,Dessert Parlor,4.2,267,250.0,False,False
Vijaya Gardenia,Banaswadi,"North Indian, Chinese, Andhra",North Indian,Casual Dining,3.5,67,500.0,False,True
Noibidya,Marathahalli,"North Indian, Bengali",North Indian,Quick Bites,3.5,45,400.0,False,False
Amma's Pastries,Thippasandra,"Bakery, Desserts",Bakery,Dessert Parlor,4.0,120,400.0,False,False
Flow - Terrace Bar & Grill,JP Nagar,"Pizza, Continental, North Indian, Chinese",Pizza,Lounge,3.8,82,1000.0,False,False
Skywalk Restobar,Koramangala 1st Block,"North Indian, South Indian",North Indian,Casual Dining,3.3,5,700.0,False,False
Freeze It,BTM,Ice Cream,Ice Cream,Dessert Parlor,3.6,6,300.0,False,True
Doff Pub and Lounge,Indiranagar,"Continental, American, Pizza, North Indian, Chinese, Finger Food, Asian, Thai",Continental,Lounge,4.1,1341,1500.0,True,False
Art Cafe,Malleshwaram,Cafe,Cafe,Cafe,3.5,7,1000.0,False,False
Marmaris,Electronic City,"North Indian, Momos",North Indian,Quick Bites,3.8,76,300.0,False,False
Subway,Whitefield,"Healthy Food, Sandwich, Salad",Healthy Food,Quick Bites,3.5,41,500.0,False,True
Fujian Express,"ITPL Main Road, Whitefield","Thai, Chinese, Momos",Thai,Food Court,3.8,182,600.0,False,True
Dabba Gosht,HSR,"Arabian, Middle Eastern",Arabian,Takeaway,3.4,15,400.0,False,True
Le Jardin - The Oberoi,MG Road,"European, Mediterranean, North Indian",European,Fine Dining,4.3,701,3000.0,False,False
Dharwad Line Bazar Mishra Pedha,Rajajinagar,Desserts,Desserts,Takeaway,3.4,8,150.0,False,False
The Tiffin Express,Koramangala 4th Block,South Indian,South Indian,Quick Bites,2.6,16,250.0,False,False
Hoot,Sarjapur Road,"Continental, Italian, North Indian",Continental,Microbrewery,4.2,7330,1400.0,True,True
Potful,Domlur,"Biryani, Kebab, Rolls, Mughlai",Biryani,Delivery,4.1,1135,650.0,False,True
B'Town Cafe & Restaurant,Marathahalli,"Arabian, Continental",Arabian,Food Court,3.5,8,350.0,False,False
Degchi Restaurant,Banaswadi,North Indian,North Indian,Casual Dining,3.7,103,600.0,False,False
Shree Mandarathi Grand,Uttarahalli,"South Indian, North Indian",South Indian,Casual Dining,3.7,38,400.0,False,True
Swad Punjabi Dhaba,Thippasandra,North Indian,North Indian,Quick Bites,3.6,20,300.0,False,False
Purani Dehli,Whitefield,"North Indian, Street Food",North Indian,Food Court,3.5,75,600.0,False,True
Donne Biriyani Mane,Basaveshwara Nagar,Biryani,Biryani,Quick Bites,3.8,180,300.0,False,False
Vasudev Adiga's,MG Road,"South Indian, North Indian, Chinese, Street Food",South Indian,Quick Bites,2.5,301,250.0,False,False
Spicy Punjabi Pharatha,Marathahalli,"North Indian, Chinese, Biryani",North Indian,Quick Bites,3.0,29,400.0,False,True
UBQ by Barbeque Nation,Whitefield,"North Indian, BBQ, Biryani, Kebab",North Indian,Delivery,3.6,17,450.0,False,True
Terrace Lounge,Bannerghatta Road,"North Indian, Chinese, Seafood",North Indian,Lounge,3.6,25,1600.0,False,False
New Shanthi Sagar,"Varthur Main Road, Whitefield","South Indian, North Indian, Chinese, Street Food",South Indian,Takeaway,3.8,18,300.0,False,True
Blk Plus Wht,HSR,"Asian, Thai, North Indian",Asian,Casual Dining,4.3,128,800.0,False,False
Orchid Wine And Dine,Banaswadi,"North Indian, Chinese, Mughlai",North Indian,Casual Dining,2.9,10,700.0,False,False
Bombay Kulfi,Marathahalli,"Desserts, Ice Cream",Desserts,Dessert Parlor,3.9,41,150.0,False,True
Roll Over,Indiranagar,"Ice Cream, Beverages, Fast Food",Ice Cream,Dessert Parlor,4.2,217,500.0,False,True
Burger Man,Yeshwantpur,"Burger, Fast Food",Burger,Quick Bites,3.4,19,300.0,False,True
Beach Hut,JP Nagar,"North Indian, Chinese",North Indian,Casual Dining,3.5,134,650.0,False,False
Delight Fast Food & Restaurant,Yeshwantpur,"North Indian, Chinese",North Indian,Casual Dining,2.8,36,550.0,False,True
Star Ambur Dum Biryani,Electronic City,Biryani,Biryani,Quick Bites,3.2,5,200.0,False,False
Taipan,Frazer Town,"Chinese, Momos",Chinese,Casual Dining,3.5,129,700.0,False,True
Jcubez,Banashankari,Finger Food,Finger Food,Lounge,3.8,977,1300.0,True,False
Ujwal Restaurant,Sanjay Nagar,"Seafood, North Indian, Chinese",Seafood,Bar,3.9,149,600.0,False,True
Nagarjuna,Koramangala 5th Block,"Andhra, North Indian, Biryani",Andhra,Casual Dining,4.3,2308,800.0,False,False
Beijing Bites,JP Nagar,"Chinese, Thai",Chinese,Casual Dining,4.0,99,850.0,False,False
McDonald's,MG Road,"Burger, Fast Food",Burger,Quick Bites,3.9,119,500.0,False,True
Pizza Hut,Marathahalli,"Pizza, Fast Food",Pizza,Food Court,2.6,104,750.0,False,True
Mummy's Kitchen,Old Airport Road,"North Indian, Biryani, Chinese",North Indian,Quick Bites,3.7,16,300.0,False,True
Urban Kitchen,Banaswadi,"Asian, North Indian",Asian,Delivery,3.4,6,400.0,False,True
Friends Night Kitchen,Koramangala 6th Block,"Italian, Pizza",Italian,Takeaway,3.8,110,400.0,False,True
Beyond Elements,Whitefield,"Cafe, Italian, Pizza, North Indian",Cafe,Casual Dining,4.1,859,900.0,True,True
Gelato Italiano,Ulsoor,"Ice Cream, Bakery, Desserts",Ice Cream,Dessert Parlor,2.9,17,200.0,False,True
Shanghai Times,HBR Layout,Chinese,Chinese,Quick Bites,3.4,10,500.0,False,True
Goli Vada Pav No. 1,Yeshwantpur,Street Food,Street Food,Quick Bites,3.3,8,200.0,False,False
Kamat Yatrinivas,Whitefield,"North Indian, South Indian, Chinese",North Indian,Quick Bites,3.0,241,500.0,False,False
Cafe Coffee Day,Seshadripuram,"Cafe, Fast Food",Cafe,Cafe,2.8,26,900.0,False,True
Singh Saheb Di Rasoi,Bellandur,North Indian,North Indian,Quick Bites,3.2,10,800.0,False,True
House of Torte,Kaggadasapura,"Bakery, Cafe, Burger, Fast Food",Bakery,Bakery,3.8,60,450.0,False,True
La Madeleine Patisserie,Indiranagar,Bakery,Bakery,Takeaway,3.9,71,200.0,False,False
Pizza Hut,Malleshwaram,"Pizza, Fast Food",Pizza,Casual Dining,2.8,340,750.0,False,True
Rice and Rolls,Koramangala 6th Block,"Arabian, Biryani, North Indian, Chinese, Fast Food",Arabian,Quick Bites,2.7,61,500.0,False,False
Kamat Minerva,Basavanagudi,"South Indian, North Indian, Chinese",South Indian,Quick Bites,2.6,72,300.0,False,True
